subregion,State, Code,Deaths,Population,Crude Rate
autauga, AL,1001,74,920175,8.0419
baldwin, AL,1003,446,3104213,14.3676
barbour, AL,1005,18,499605,3.6028
bibb, AL,1007,50,397480,12.5792
blount, AL,1009,141,997776,14.1314
bullock, AL,1011,10,197584,5.0611
butler, AL,1013,23,373621,6.156
calhoun, AL,1015,208,2074478,10.0266
chambers, AL,1017,53,628932,8.427
cherokee, AL,1019,60,455087,13.1843
chilton, AL,1021,100,762939,13.1072
choctaw, AL,1023,12,258321,4.6454
clarke, AL,1025,20,472909,4.2291
clay, AL,1027,13,251003,5.1792
cleburne, AL,1029,26,263729,9.8586
coffee, AL,1031,54,857552,6.297
colbert, AL,1033,60,980863,6.1171
conecuh, AL,1035,26,240060,10.8306
coosa, AL,1037,16,204784,7.8131
covington, AL,1039,36,675450,5.3298
crenshaw, AL,1041,13,249207,5.2165
cullman, AL,1043,164,1431088,11.4598
dale, AL,1045,77,891572,8.6364
dallas, AL,1047,36,790398,4.5547
dekalb, AL,1049,158,1237877,12.7638
elmore, AL,1051,74,1354531,5.4631
escambia, AL,1053,152,683449,22.2401
etowah, AL,1055,244,1864778,13.0847
fayette, AL,1057,40,316518,12.6375
franklin, AL,1059,81,564069,14.3599
geneva, AL,1061,29,473180,6.1287
henry, AL,1067,17,304556,5.5819
houston, AL,1069,159,1750954,9.0808
jackson, AL,1071,78,959194,8.1318
jefferson, AL,1073,1993,11854635,16.812
lamar, AL,1075,19,266678,7.1247
lauderdale, AL,1077,139,1632135,8.5165
lawrence, AL,1079,70,614698,11.3877
lee, AL,1081,135,2418094,5.5829
limestone, AL,1083,104,1404371,7.4055
macon, AL,1087,16,391167,4.0903
madison, AL,1089,421,5712479,7.3698
marengo, AL,1091,13,382442,3.3992
marion, AL,1093,26,551156,4.7174
marshall, AL,1095,171,1608450,10.6314
mobile, AL,1097,899,7321586,12.2788
monroe, AL,1099,30,417677,7.1826
montgomery, AL,1101,224,4070088,5.5036
morgan, AL,1103,269,2091395,12.8622
pickens, AL,1107,31,364128,8.5135
pike, AL,1109,32,569863,5.6154
randolph, AL,1111,34,407079,8.3522
russell, AL,1113,99,954636,10.3704
st. clair, AL,1115,228,1394254,16.3528
shelby, AL,1117,440,3251987,13.5302
talladega, AL,1121,121,1464637,8.2614
tallapoosa, AL,1123,53,742735,7.1358
tuscaloosa, AL,1125,387,3331999,11.6146
walker, AL,1127,326,1220606,26.708
washington, AL,1129,11,314819,3.4941
winston, AL,1133,35,440476,7.9459
aleutians west census area, AK,2016,11,100530,10.942
anchorage borough, AK,2020,835,5086641,16.4155
bethel census area, AK,2050,18,305095,5.8998
dillingham census area, AK,2070,11,88068,12.4903
fairbanks north star borough, AK,2090,198,1674452,11.8248
juneau borough, AK,2110,81,565490,14.3239
kenai peninsula borough, AK,2122,174,967925,17.9766
ketchikan gateway borough, AK,2130,30,244924,12.2487
kodiak island borough, AK,2150,29,245177,11.8282
matanuska-susitna borough, AK,2170,257,1460037,17.6023
nome census area, AK,2180,14,170387,8.2166
sitka borough, AK,2220,21,160074,13.1189
valdez-cordova census area, AK,2261,21,175788,11.9462
wrangell-petersburg census area, AK,2280,14,94972,14.7412
yukon-koyukuk census area, AK,2290,15,113665,13.1967
apache, AZ,4001,100,1264505,7.9082
cochise, AZ,4003,318,2262980,14.0523
coconino, AZ,4005,274,2329878,11.7603
gila, AZ,4007,190,945055,20.1046
graham, AZ,4009,90,637527,14.117
greenlee, AZ,4011,19,152594,12.4513
la paz, AZ,4012,67,362696,18.4728
maricopa, AZ,4013,10179,65870582,15.453
mohave, AZ,4015,706,3391727,20.8154
navajo, AZ,4017,298,1883444,15.8221
pima, AZ,4019,3409,16943415,20.1199
pinal, AZ,4021,652,5426182,12.0158
santa cruz, AZ,4023,63,791699,7.9576
yavapai, AZ,4025,767,3598384,21.3151
yuma, AZ,4027,368,3330723,11.0487
arkansas, AR,5001,24,351010,6.8374
ashley, AR,5003,38,402862,9.4325
baxter, AR,5005,102,724840,14.0721
benton, AR,5007,392,3659138,10.7129
boone, AR,5009,85,648068,13.1159
calhoun, AR,5013,10,98610,10.141
carroll, AR,5015,78,481058,16.2143
chicot, AR,5017,20,222474,8.9898
clark, AR,5019,28,414455,6.7559
clay, AR,5021,26,293878,8.8472
cleburne, AR,5023,45,453632,9.9199
columbia, AR,5027,36,446094,8.07
conway, AR,5029,48,375143,12.7951
craighead, AR,5031,193,1667844,11.5718
crawford, AR,5033,177,1060710,16.6869
crittenden, AR,5035,69,905065,7.6238
cross, AR,5037,32,329462,9.7128
desha, AR,5041,17,243600,6.9787
drew, AR,5043,35,334997,10.4479
faulkner, AR,5045,182,1899379,9.5821
franklin, AR,5047,44,323323,13.6087
fulton, AR,5049,32,217312,14.7254
garland, AR,5051,326,1687076,19.3234
grant, AR,5053,27,313590,8.61
greene, AR,5055,118,735578,16.0418
hempstead, AR,5057,21,410121,5.1204
hot spring, AR,5059,52,578736,8.9851
howard, AR,5061,13,249237,5.2159
independence, AR,5063,64,643809,9.9408
izard, AR,5065,40,242275,16.5102
jackson, AR,5067,40,322732,12.3942
jefferson, AR,5069,79,1409099,5.6064
johnson, AR,5071,46,444983,10.3375
lawrence, AR,5075,29,312039,9.2937
little river, AR,5081,21,235443,8.9194
logan, AR,5083,52,402345,12.9242
lonoke, AR,5085,114,1143301,9.9711
madison, AR,5087,17,272192,6.2456
marion, AR,5089,38,295734,12.8494
miller, AR,5091,46,764781,6.0148
mississippi, AR,5093,96,850025,11.2938
montgomery, AR,5097,11,167031,6.5856
nevada, AR,5099,10,166238,6.0155
newton, AR,5101,24,149867,16.0142
ouachita, AR,5103,45,476074,9.4523
perry, AR,5105,18,185861,9.6847
phillips, AR,5107,29,409996,7.0732
pike, AR,5109,20,201591,9.9211
poinsett, AR,5111,63,445930,14.1278
polk, AR,5113,45,365732,12.3041
pope, AR,5115,124,1069122,11.5983
prairie, AR,5117,10,160011,6.2496
pulaski, AR,5119,751,6778689,11.0788
randolph, AR,5121,36,323312,11.1348
st. francis, AR,5123,23,507857,4.5288
saline, AR,5125,210,1810684,11.5978
scott, AR,5127,26,197435,13.1689
searcy, AR,5129,17,145936,11.6489
sebastian, AR,5131,319,2200562,14.4963
sevier, AR,5133,29,297507,9.7477
sharp, AR,5135,49,310288,15.7918
stone, AR,5137,21,218294,9.6201
union, AR,5139,85,766392,11.0909
van buren, AR,5141,25,302499,8.2645
washington, AR,5143,270,3468974,7.7833
white, AR,5145,133,1328408,10.012
woodruff, AR,5147,14,138356,10.1188
yell, AR,5149,42,388316,10.8159
alameda, CA,6001,2769,27090417,10.2213
amador, CA,6005,140,669014,20.9263
butte, CA,6007,988,3892579,25.3816
calaveras, CA,6009,136,796806,17.0681
colusa, CA,6011,28,370568,7.556
contra costa, CA,6013,1860,18548935,10.0275
del norte, CA,6015,86,502811,17.1038
el dorado, CA,6017,546,3143493,17.3692
fresno, CA,6019,1789,16120467,11.0977
glenn, CA,6021,72,495202,14.5395
humboldt, CA,6023,788,2377828,33.1395
imperial, CA,6025,352,2940428,11.971
inyo, CA,6027,39,330531,11.7992
kern, CA,6029,2491,14188432,17.5566
kings, CA,6031,228,2614781,8.7197
lake, CA,6033,384,1133484,33.8778
lassen, CA,6035,143,607001,23.5584
los angeles, CA,6037,13789,176708647,7.8032
madera, CA,6039,295,2569021,11.483
marin, CA,6041,540,4515262,11.9594
mariposa, CA,6043,63,319895,19.694
mendocino, CA,6045,308,1573052,19.5798
merced, CA,6047,438,4414346,9.9222
modoc, CA,6049,36,169140,21.2841
mono, CA,6051,13,246367,5.2767
monterey, CA,6053,751,7451192,10.0789
napa, CA,6055,221,2407401,9.18
nevada, CA,6057,281,1743541,16.1166
orange, CA,6059,5121,53834021,9.5126
placer, CA,6061,617,5830690,10.5819
plumas, CA,6063,86,362078,23.7518
riverside, CA,6065,4136,36329642,11.3846
sacramento, CA,6067,3741,24854502,15.0516
san benito, CA,6069,79,998292,7.9135
san bernardino, CA,6071,3520,35275776,9.9785
san diego, CA,6073,6290,54667285,11.506
san francisco, CA,6075,3066,14405473,21.2836
san joaquin, CA,6077,1765,11887174,14.8479
san luis obispo, CA,6079,595,4758832,12.5031
san mateo, CA,6081,983,12910573,7.6139
santa barbara, CA,6083,898,7531637,11.923
santa clara, CA,6085,2133,31645486,6.7403
santa cruz, CA,6087,716,4681546,15.2941
shasta, CA,6089,756,3144304,24.0435
sierra, CA,6091,11,59122,18.6056
siskiyou, CA,6093,144,796585,18.0772
solano, CA,6095,759,7439222,10.2027
sonoma, CA,6097,1063,8591332,12.3729
stanislaus, CA,6099,1437,9032016,15.9101
sutter, CA,6101,169,1620646,10.4279
tehama, CA,6103,135,1096773,12.3088
trinity, CA,6105,41,240008,17.0828
tulare, CA,6107,647,7559788,8.5584
tuolumne, CA,6109,233,994092,23.4385
ventura, CA,6111,1619,14515828,11.1533
yolo, CA,6113,309,3472974,8.8973
yuba, CA,6115,104,1234354,8.4255
adams, CO,8001,1232,7613889,16.181
alamosa, CO,8003,46,279285,16.4706
arapahoe, CO,8005,1391,9974517,13.9455
archuleta, CO,8007,18,209027,8.6113
bent, CO,8011,16,107970,14.8189
boulder, CO,8013,654,5339650,12.248
broomfield, CO,8014,89,767952,11.5893
chaffee, CO,8015,48,315042,15.2361
clear creek, CO,8019,22,165621,13.2833
conejos, CO,8021,28,148880,18.8071
costilla, CO,8023,15,64707,23.1814
crowley, CO,8025,10,101502,9.852
delta, CO,8029,65,534176,12.1683
denver, CO,8031,2350,10706660,21.949
douglas, CO,8035,329,4667964,7.048
eagle, CO,8037,59,878401,6.7168
elbert, CO,8039,41,405768,10.1043
el paso, CO,8041,1667,10734520,15.5293
fremont, CO,8043,140,841518,16.6366
garfield, CO,8045,106,943380,11.2362
gilpin, CO,8047,10,93087,10.7426
grand, CO,8049,22,250905,8.7683
gunnison, CO,8051,20,269617,7.4179
huerfano, CO,8055,43,126765,33.921
jefferson, CO,8059,1157,9650818,11.9886
kit carson, CO,8063,11,145707,7.5494
lake, CO,8065,17,134602,12.6298
la plata, CO,8067,106,890876,11.8984
larimer, CO,8069,658,5223858,12.5961
las animas, CO,8071,70,272668,25.6722
logan, CO,8075,50,394442,12.6761
mesa, CO,8077,335,2457048,13.6342
moffat, CO,8081,27,238156,11.3371
montezuma, CO,8083,47,450126,10.4415
montrose, CO,8085,58,692321,8.3776
morgan, CO,8087,48,501562,9.5701
otero, CO,8089,44,344298,12.7796
park, CO,8093,29,287516,10.0864
pitkin, CO,8097,31,292737,10.5897
prowers, CO,8099,26,235000,11.0638
pueblo, CO,8101,510,2772834,18.3927
rio blanco, CO,8103,11,114487,9.6081
rio grande, CO,8105,34,215870,15.7502
routt, CO,8107,41,400470,10.238
saguache, CO,8109,10,111147,8.9971
san miguel, CO,8113,11,131137,8.3882
summit, CO,8117,48,482685,9.9444
teller, CO,8119,61,403760,15.108
weld, CO,8123,407,4259625,9.5548
fairfield, CT,9001,1611,16395172,9.8261
hartford, CT,9003,2227,15881980,14.0222
litchfield, CT,9005,473,3362625,14.0664
middlesex, CT,9007,402,2922498,13.7554
new haven, CT,9009,2364,15289748,15.4613
new london, CT,9011,744,4846557,15.3511
tolland, CT,9013,268,2656761,10.0875
windham, CT,9015,328,2072959,15.8228
kent, DE,10001,379,2738104,13.8417
new castle, DE,10003,1446,9540923,15.1558
sussex, DE,10005,474,3363531,14.0923
district of columbia, DC,11001,1890,10821657,17.465
alachua, FL,12001,434,4325924,10.0325
baker, FL,12003,87,458731,18.9654
bay, FL,12005,492,2970991,16.5601
bradford, FL,12007,97,493701,19.6475
brevard, FL,12009,2056,9532217,21.569
broward, FL,12011,4774,31524641,15.1437
calhoun, FL,12013,24,251653,9.5369
charlotte, FL,12015,352,2849218,12.3543
citrus, FL,12017,476,2415510,19.706
clay, FL,12019,542,3189466,16.9934
collier, FL,12021,734,5580120,13.1538
columbia, FL,12023,184,1153489,15.9516
desoto, FL,12027,48,612498,7.8368
dixie, FL,12029,72,278388,25.8632
duval, FL,12031,2657,15247688,17.4256
escambia, FL,12033,711,5410648,13.1408
flagler, FL,12035,190,1489945,12.7521
franklin, FL,12037,36,199803,18.0177
gadsden, FL,12039,37,822751,4.4971
gilchrist, FL,12041,35,288923,12.114
glades, FL,12043,31,222382,13.94
gulf, FL,12045,39,276912,14.0839
hamilton, FL,12047,21,255760,8.2108
hardee, FL,12049,29,489870,5.9199
hendry, FL,12051,66,681184,9.689
hernando, FL,12053,583,2890985,20.1661
highlands, FL,12055,222,1719194,12.913
hillsborough, FL,12057,3389,21271210,15.9323
holmes, FL,12059,50,350848,14.2512
indian river, FL,12061,389,2374287,16.3839
jackson, FL,12063,65,865851,7.5071
jefferson, FL,12065,16,252529,6.3359
lafayette, FL,12067,21,146310,14.3531
lake, FL,12069,515,4979823,10.3417
lee, FL,12071,1578,10458915,15.0876
leon, FL,12073,300,4779396,6.2769
levy, FL,12075,122,693192,17.5997
madison, FL,12079,24,340252,7.0536
manatee, FL,12081,1223,5651951,21.6385
marion, FL,12083,892,5595593,15.9411
martin, FL,12085,429,2571233,16.6846
miami-dade, FL,12086,2762,44207994,6.2477
monroe, FL,12087,317,1373161,23.0854
nassau, FL,12089,218,1241544,17.5588
okaloosa, FL,12091,455,3306770,13.7597
okeechobee, FL,12093,155,696802,22.2445
orange, FL,12095,2296,19732211,11.6358
osceola, FL,12097,489,4483109,10.9076
palm beach, FL,12099,4336,23170344,18.7136
pasco, FL,12101,1956,7806029,25.0576
pinellas, FL,12103,3752,16679366,22.4949
polk, FL,12105,1404,10293896,13.6392
putnam, FL,12107,190,1311372,14.4886
st. johns, FL,12109,332,3151646,10.5342
st. lucie, FL,12111,760,4567306,16.64
santa rosa, FL,12113,386,2605614,14.8142
sarasota, FL,12115,1286,6651061,19.3353
seminole, FL,12117,963,7397962,13.0171
sumter, FL,12119,123,1508521,8.1537
suwannee, FL,12121,102,718393,14.1984
taylor, FL,12123,46,383734,11.9875
union, FL,12125,28,265440,10.5485
volusia, FL,12127,1543,8747944,17.6384
wakulla, FL,12129,62,505468,12.2659
walton, FL,12131,150,940028,15.957
washington, FL,12133,53,418948,12.6507
appling, GA,13001,33,323813,10.1911
atkinson, GA,13003,14,146195,9.5763
bacon, GA,13005,21,193914,10.8295
baldwin, GA,13009,48,824657,5.8206
banks, GA,13011,42,307089,13.6768
barrow, GA,13013,155,1123215,13.7997
bartow, GA,13015,242,1674857,14.449
ben hill, GA,13017,13,313907,4.1414
berrien, GA,13019,18,325174,5.5355
bibb, GA,13021,283,2779360,10.1822
bleckley, GA,13023,23,224362,10.2513
brantley, GA,13025,58,307014,18.8916
brooks, GA,13027,12,288973,4.1526
bryan, GA,13029,34,519565,6.5439
bulloch, GA,13031,73,1180757,6.1825
burke, GA,13033,32,411163,7.7828
butts, GA,13035,59,403080,14.6373
camden, GA,13039,75,871051,8.6103
candler, GA,13043,17,188012,9.042
carroll, GA,13045,341,1883260,18.1069
catoosa, GA,13047,197,1099964,17.9097
charlton, GA,13049,18,216336,8.3204
chatham, GA,13051,411,4621971,8.8923
chattahoochee, GA,13053,10,238780,4.188
chattooga, GA,13055,67,460224,14.5581
cherokee, GA,13057,418,3513923,11.8955
clarke, GA,13059,166,2039626,8.1387
clayton, GA,13063,379,4638191,8.1713
cobb, GA,13067,1223,12100061,10.1074
coffee, GA,13069,83,736206,11.274
colquitt, GA,13071,67,796259,8.4143
columbia, GA,13073,188,2088535,9.0015
cook, GA,13075,27,299581,9.0126
coweta, GA,13077,199,2094978,9.4989
crawford, GA,13079,28,227078,12.3306
crisp, GA,13081,30,410441,7.3092
dade, GA,13083,23,290955,7.905
dawson, GA,13085,46,368661,12.4776
decatur, GA,13087,25,498540,5.0146
dekalb, GA,13089,867,12410050,6.9863
dodge, GA,13091,48,372541,12.8845
dooly, GA,13093,11,242540,4.5353
dougherty, GA,13095,116,1696428,6.8379
douglas, GA,13097,233,2164315,10.7655
effingham, GA,13103,68,869841,7.8175
elbert, GA,13105,51,363222,14.041
emanuel, GA,13107,26,399892,6.5018
evans, GA,13109,10,194930,5.13
fannin, GA,13111,91,406783,22.3706
fayette, GA,13113,153,1851454,8.2638
floyd, GA,13115,241,1702096,14.159
forsyth, GA,13117,272,2827040,9.6214
franklin, GA,13119,76,389602,19.5071
fulton, GA,13121,1924,16070772,11.972
gilmer, GA,13123,72,486913,14.787
glynn, GA,13127,174,1368555,12.7141
gordon, GA,13129,126,935264,13.4721
grady, GA,13131,19,441069,4.3077
greene, GA,13133,19,282085,6.7356
gwinnett, GA,13135,901,13573750,6.6378
habersham, GA,13137,76,734242,10.3508
hall, GA,13139,350,3052940,11.4644
haralson, GA,13143,127,501682,25.3148
harris, GA,13145,47,529834,8.8707
hart, GA,13147,57,441680,12.9053
heard, GA,13149,27,206064,13.1027
henry, GA,13151,368,3232764,11.3834
houston, GA,13153,177,2381718,7.4316
irwin, GA,13155,10,173109,5.7767
jackson, GA,13157,172,979698,17.5564
jasper, GA,13159,21,234536,8.9538
jeff davis, GA,13161,55,254401,21.6194
jefferson, GA,13163,19,302113,6.289
jenkins, GA,13165,11,155278,7.0841
johnson, GA,13167,14,172243,8.1281
jones, GA,13169,59,488824,12.0698
lamar, GA,13171,44,312509,14.0796
laurens, GA,13175,100,846811,11.809
lee, GA,13177,35,490896,7.1298
liberty, GA,13179,81,1141061,7.0987
lincoln, GA,13181,13,145383,8.9419
long, GA,13183,20,242355,8.2524
lowndes, GA,13185,96,1863329,5.1521
lumpkin, GA,13187,63,491659,12.8138
mcduffie, GA,13189,24,386630,6.2075
mcintosh, GA,13191,23,234262,9.8181
macon, GA,13193,14,255768,5.4737
madison, GA,13195,83,492882,16.8397
meriwether, GA,13199,42,397905,10.5553
mitchell, GA,13205,26,421532,6.168
monroe, GA,13207,44,450255,9.7722
montgomery, GA,13209,12,160064,7.497
morgan, GA,13211,22,309358,7.1115
murray, GA,13213,140,702239,19.9362
muscogee, GA,13215,281,3427884,8.1975
newton, GA,13217,156,1606242,9.7121
oconee, GA,13219,40,554634,7.212
oglethorpe, GA,13221,27,252735,10.6831
paulding, GA,13223,320,2229134,14.3554
peach, GA,13225,44,466720,9.4275
pickens, GA,13227,69,499884,13.8032
pierce, GA,13229,46,317825,14.4734
pike, GA,13231,19,295584,6.428
polk, GA,13233,128,725774,17.6363
pulaski, GA,13235,15,198289,7.5647
putnam, GA,13237,37,367889,10.0574
rabun, GA,13241,54,287213,18.8014
richmond, GA,13245,441,3587969,12.2911
rockdale, GA,13247,168,1453805,11.5559
screven, GA,13251,13,265255,4.9009
spalding, GA,13255,141,1118255,12.6089
stephens, GA,13257,84,461709,18.1933
sumter, GA,13261,16,583824,2.7406
talbot, GA,13263,10,120021,8.3319
tattnall, GA,13267,51,430949,11.8343
taylor, GA,13269,15,156613,9.5777
telfair, GA,13271,19,269828,7.0415
thomas, GA,13275,39,791371,4.9282
tift, GA,13277,30,712619,4.2098
toombs, GA,13279,41,482292,8.5011
towns, GA,13281,37,184723,20.03
troup, GA,13285,125,1165887,10.7215
turner, GA,13287,10,160871,6.2162
twiggs, GA,13289,15,170334,8.8062
union, GA,13291,43,365327,11.7703
upson, GA,13293,54,488822,11.047
walker, GA,13295,162,1188368,13.6321
walton, GA,13297,165,1389315,11.8764
ware, GA,13299,89,641535,13.873
washington, GA,13303,29,376888,7.6946
wayne, GA,13305,101,520513,19.4039
white, GA,13311,71,454801,15.6112
whitfield, GA,13313,202,1736936,11.6297
wilcox, GA,13315,10,160216,6.2416
wilkes, GA,13317,13,187463,6.9347
wilkinson, GA,13319,20,175161,11.4181
worth, GA,13321,26,389291,6.6788
hawaii, HI,15001,371,3148744,11.7825
honolulu, HI,15003,1753,16837647,10.4112
kauai, HI,15007,99,1168599,8.4717
maui, HI,15009,240,2663429,9.0109
ada, ID,16001,762,6675050,11.4156
bannock, ID,16005,237,1439919,16.4593
bear lake, ID,16007,19,109702,17.3196
benewah, ID,16009,22,164153,13.4021
bingham, ID,16011,67,790385,8.4769
blaine, ID,16013,29,374954,7.7343
boise, ID,16015,20,124831,16.0217
bonner, ID,16017,62,715985,8.6594
bonneville, ID,16019,276,1752758,15.7466
boundary, ID,16021,25,190017,13.1567
canyon, ID,16027,243,3134853,7.7516
caribou, ID,16029,10,125675,7.957
cassia, ID,16031,27,400790,6.7367
clearwater, ID,16035,12,156370,7.6741
elmore, ID,16039,34,480911,7.0699
franklin, ID,16041,22,221934,9.9129
fremont, ID,16043,19,228142,8.3281
gem, ID,16045,41,293896,13.9505
gooding, ID,16047,14,267382,5.236
idaho, ID,16049,18,285677,6.3008
jefferson, ID,16051,29,424462,6.8322
jerome, ID,16053,28,374320,7.4802
kootenai, ID,16055,227,2357312,9.6296
latah, ID,16057,40,661094,6.0506
lemhi, ID,16059,18,139805,12.8751
madison, ID,16065,20,616836,3.2424
minidoka, ID,16067,42,356698,11.7747
nez perce, ID,16069,83,696337,11.9195
owyhee, ID,16073,21,201200,10.4374
payette, ID,16075,55,395360,13.9114
power, ID,16077,11,136392,8.065
shoshone, ID,16079,45,232641,19.3431
teton, ID,16081,12,156873,7.6495
twin falls, ID,16083,154,1321107,11.6569
valley, ID,16085,21,164423,12.7719
adams, IL,17001,109,1210701,9.003
bond, IL,17005,18,317931,5.6616
boone, IL,17007,77,905355,8.505
bureau, IL,17011,72,625497,11.5108
carroll, IL,17015,18,281542,6.3934
cass, IL,17017,17,242855,7.0001
champaign, IL,17019,315,3514119,8.9638
christian, IL,17021,68,626172,10.8596
clark, IL,17023,35,297288,11.7731
clay, IL,17025,17,251049,6.7716
clinton, IL,17027,32,666470,4.8014
coles, IL,17029,76,958060,7.9327
cook, IL,17031,10919,94421063,11.5642
crawford, IL,17033,33,358280,9.2107
dekalb, IL,17037,113,1796735,6.2892
de witt, IL,17039,42,298655,14.063
douglas, IL,17041,20,359076,5.5699
dupage, IL,17043,1391,16501706,8.4294
edgar, IL,17045,29,336894,8.608
edwards, IL,17047,14,121340,11.5378
effingham, IL,17049,46,617500,7.4494
fayette, IL,17051,44,393474,11.1824
ford, IL,17053,19,252473,7.5256
franklin, IL,17055,117,707696,16.5325
fulton, IL,17057,61,668181,9.1293
gallatin, IL,17059,14,104583,13.3865
greene, IL,17061,21,252893,8.3039
grundy, IL,17063,118,822933,14.339
hancock, IL,17067,20,347281,5.759
hardin, IL,17069,14,80143,17.4688
henry, IL,17073,45,906168,4.966
iroquois, IL,17075,65,540260,12.0312
jackson, IL,17077,97,1074201,9.03
jasper, IL,17079,14,176786,7.9192
jefferson, IL,17081,71,706152,10.0545
jersey, IL,17083,54,404049,13.3647
jo daviess, IL,17085,25,404966,6.1734
johnson, IL,17087,17,229486,7.4079
kane, IL,17089,629,8729278,7.2056
kankakee, IL,17091,237,1968953,12.0369
kendall, IL,17093,149,1701845,8.7552
knox, IL,17095,87,960314,9.0595
lake, IL,17097,1221,12343635,9.8917
lasalle, IL,17099,332,2023791,16.4049
lawrence, IL,17101,35,296043,11.8226
lee, IL,17103,68,640512,10.6165
livingston, IL,17105,95,698105,13.6083
logan, IL,17107,46,548092,8.3928
mcdonough, IL,17109,23,585732,3.9267
mchenry, IL,17111,539,5297566,10.1745
mclean, IL,17113,276,2955754,9.3377
macon, IL,17115,169,1995832,8.4676
macoupin, IL,17117,71,861313,8.2432
madison, IL,17119,783,4772333,16.4071
marion, IL,17121,112,717006,15.6205
marshall, IL,17123,16,227864,7.0217
mason, IL,17125,24,269598,8.9021
massac, IL,17127,45,274046,16.4206
menard, IL,17129,20,226746,8.8204
mercer, IL,17131,14,297102,4.7122
monroe, IL,17133,44,567384,7.7549
montgomery, IL,17135,54,541011,9.9813
morgan, IL,17137,55,643229,8.5506
moultrie, IL,17139,10,263546,3.7944
ogle, IL,17141,67,943942,7.0979
peoria, IL,17143,407,3327111,12.2328
perry, IL,17145,42,403126,10.4186
piatt, IL,17147,18,297368,6.0531
pike, IL,17149,22,299460,7.3466
pope, IL,17151,10,78395,12.7559
putnam, IL,17155,10,106979,9.3476
randolph, IL,17157,73,601566,12.135
richland, IL,17159,26,291137,8.9305
rock island, IL,17161,205,2654996,7.7213
st. clair, IL,17163,494,4738576,10.4251
saline, IL,17165,94,457210,20.5595
sangamon, IL,17167,414,3502793,11.8191
shelby, IL,17173,27,402685,6.705
stephenson, IL,17177,76,858341,8.8543
tazewell, IL,17179,262,2385555,10.9828
union, IL,17181,31,321924,9.6296
vermilion, IL,17183,204,1473743,13.8423
wabash, IL,17185,17,219344,7.7504
warren, IL,17187,14,323241,4.3311
washington, IL,17189,23,266487,8.6308
wayne, IL,17191,14,302624,4.6262
white, IL,17193,25,267183,9.3569
whiteside, IL,17195,84,1057862,7.9405
will, IL,17197,1132,11333216,9.9883
williamson, IL,17199,159,1166549,13.6299
winnebago, IL,17201,983,5178307,18.983
woodford, IL,17203,49,677558,7.2319
adams, IN,18001,42,614836,6.8311
allen, IN,18003,616,6299010,9.7793
bartholomew, IN,18005,171,1363495,12.5413
benton, IN,18007,20,160980,12.4239
blackford, IN,18009,46,235338,19.5464
boone, IN,18011,107,977387,10.9476
brown, IN,18013,34,272837,12.4617
carroll, IN,18015,31,362302,8.5564
cass, IN,18017,39,708210,5.5068
clark, IN,18019,357,1907499,18.7156
clay, IN,18021,53,481879,10.9986
clinton, IN,18023,63,598115,10.5331
crawford, IN,18025,27,194028,13.9155
daviess, IN,18027,51,560343,9.1016
dearborn, IN,18029,155,875740,17.6993
decatur, IN,18031,56,459884,12.177
de kalb, IN,18033,72,749919,9.601
delaware, IN,18035,339,2123574,15.9637
dubois, IN,18037,45,745461,6.0365
elkhart, IN,18039,262,3493929,7.4987
fayette, IN,18041,109,440409,24.7497
floyd, IN,18043,194,1323386,14.6594
fountain, IN,18045,25,311883,8.0158
franklin, IN,18047,64,411015,15.5712
fulton, IN,18049,34,369741,9.1956
gibson, IN,18051,42,598235,7.0207
grant, IN,18053,225,1269568,17.7226
greene, IN,18055,83,593804,13.9777
hamilton, IN,18057,311,4535074,6.8577
hancock, IN,18059,155,1179722,13.1387
harrison, IN,18061,73,677988,10.7672
hendricks, IN,18063,227,2428363,9.3479
henry, IN,18065,200,876831,22.8094
howard, IN,18067,322,1505545,21.3876
huntington, IN,18069,84,672607,12.4887
jackson, IN,18071,114,760274,14.9946
jasper, IN,18073,61,580993,10.4993
jay, IN,18075,48,386593,12.4162
jefferson, IN,18077,63,579205,10.877
jennings, IN,18079,85,506005,16.7983
johnson, IN,18081,296,2398986,12.3385
knox, IN,18083,69,692546,9.9632
kosciusko, IN,18085,117,1377593,8.4931
lagrange, IN,18087,20,662604,3.0184
lake, IN,18089,837,8817540,9.4924
la porte, IN,18091,261,1988178,13.1276
lawrence, IN,18093,92,828087,11.1099
madison, IN,18095,537,2364390,22.712
marion, IN,18097,2685,16088494,16.6889
marshall, IN,18099,64,836476,7.6511
martin, IN,18101,12,185376,6.4733
miami, IN,18103,58,660523,8.7809
monroe, IN,18105,324,2392216,13.5439
montgomery, IN,18107,108,684322,15.782
morgan, IN,18109,197,1231242,16.0001
newton, IN,18111,30,257059,11.6705
noble, IN,18113,73,850461,8.5836
ohio, IN,18115,16,106548,15.0167
orange, IN,18117,24,353556,6.7882
owen, IN,18119,43,389200,11.0483
parke, IN,18121,29,310761,9.3319
perry, IN,18123,31,345736,8.9664
pike, IN,18125,15,231135,6.4897
porter, IN,18127,404,2862610,14.113
posey, IN,18129,45,471555,9.5429
pulaski, IN,18131,36,241768,14.8903
putnam, IN,18133,57,673132,8.4679
randolph, IN,18135,55,473379,11.6186
ripley, IN,18137,67,505564,13.2525
rush, IN,18139,31,316051,9.8085
st. joseph, IN,18141,490,4792803,10.2237
scott, IN,18143,146,426998,34.1922
